iter	Logloss
125	0.5462601267
126	0.5462319358
127	0.5461814962
128	0.5461444389
129	0.5460923401
130	0.5460237836
131	0.5459918936
132	0.5459494397
133	0.5458834918
134	0.5458432423
135	0.5458263383
136	0.5457983922
137	0.5457523521
138	0.5457064283
139	0.5456578912
140	0.545600909
141	0.5455541575
142	0.545519216
143	0.5454769575
144	0.5454392632
145	0.5453928759
146	0.5453369708
147	0.5452927768
148	0.5452580865
149	0.545228995
150	0.5451923801
151	0.545147809
152	0.5451260434
153	0.5450792718
154	0.5450461124
155	0.5450021514
156	0.5449526189
157	0.5449086752
158	0.5448785512
159	0.544830791
160	0.5448031337
161	0.544774054
162	0.5447548989
163	0.5447360148
164	0.5447033112
165	0.5446535608
166	0.5446344555
167	0.5445992996
168	0.5445672903
169	0.544552019
170	0.5445258554
171	0.5444995163
172	0.544484452
173	0.5444497382
174	0.544424689
175	0.5443812033
176	0.5443425193
177	0.5442863142
178	0.5442627265
179	0.5442390017
180	0.5442147289
181	0.5441678366
182	0.544128638
183	0.5441009107
184	0.5440658232
185	0.5440337773
186	0.5440007491
187	0.5439735014
188	0.543952832
189	0.5439414903
190	0.543920236
191	0.5438952179
192	0.5438519158
193	0.5438351879
194	0.5438098669
195	0.543782815
196	0.5437470622
197	0.5437027581
198	0.543670871
199	0.5436459992
200	0.5436082942
201	0.5435699846
202	0.5435407465
203	0.543519639
204	0.5434929993
205	0.5434604855
206	0.5434422831
207	0.5434412814
208	0.5434053941
209	0.5433718659
210	0.5433591742
211	0.5433195039
212	0.5432804152
213	0.5432538301
214	0.5432453221
215	0.5432237819
216	0.5432019056
217	0.5431783983
218	0.543145773
219	0.5431179738
220	0.5430990431
221	0.5430853717
222	0.543057982
223	0.5430491312
224	0.5430336095
225	0.5430150408
226	0.5429840091
227	0.542951863
228	0.542916399
229	0.5429027916
230	0.5428950032
231	0.5428906069
232	0.5428695781
233	0.5428457423
234	0.5428178547
235	0.542806392
236	0.5427736315
237	0.5427514922
238	0.542729504
239	0.5426985056
240	0.5426657672
241	0.5426453992
242	0.5426444909
243	0.5426179987
244	0.5426050648
245	0.542600603
246	0.542581633
247	0.5425632027
248	0.5425543741
249	0.5425250267
250	0.5425168923
251	0.5425120321
252	0.5425013718
253	0.5424888973
254	0.5424625428
255	0.5424449732
256	0.5424321284
257	0.5424231541
258	0.5423993179
259	0.5423666203
260	0.5423490713
261	0.5423347997
262	0.5423178733
263	0.5422976101
264	0.5422645385
265	0.5422590293
266	0.5422557401
267	0.5422465387
268	0.5422225582
269	0.5422083614
270	0.542184549
271	0.5421753945
272	0.5421586687
273	0.5421456269
274	0.5421214032
275	0.5421082948
276	0.542093017
277	0.5420853697
278	0.5420765987
279	0.5420565162
280	0.5420387187
281	0.5420178857
282	0.5420108788
283	0.5419881156
284	0.5419812071
285	0.5419632833
286	0.5419565228
287	0.5419456395
288	0.5419445167
289	0.5419292207
290	0.5419001452
291	0.5418704123
292	0.5418418187
293	0.5418174254
294	0.541808923
295	0.5418067465
296	0.541790109
297	0.5417738012
298	0.5417578195
299	0.5417380459
300	0.5417248313
301	0.5417155855
302	0.5416957384
303	0.5416625921
304	0.5416425492
305	0.5416377637
306	0.5416206229
307	0.5415950555
308	0.541578053
309	0.5415625021
310	0.5415242815
311	0.5414990894
312	0.5414895907
313	0.5414785515
314	0.5414485396
315	0.5414356097
316	0.5414225891
317	0.5413977679
318	0.5413947298
319	0.5413761355
320	0.5413491487
321	0.5413328384
322	0.5413190557
323	0.5413139853
324	0.5412991123
325	0.541286838
326	0.5412832925
327	0.5412621789
328	0.5412540118
329	0.54122667
330	0.5412193097
331	0.5412138318
332	0.5411805748
333	0.5411745033
334	0.5411455442
335	0.5411159466
336	0.541084943
337	0.5410802686
338	0.5410628937
339	0.5410501707
340	0.541047493
341	0.5410238261
342	0.541006839
343	0.5410031905
344	0.5409809792
345	0.5409713203
346	0.5409633236
347	0.5409583496
348	0.5409432377
349	0.5409350157
350	0.5409178192
351	0.5409021233
352	0.5408985551
353	0.5408872646
354	0.5408759906
355	0.5408695505
356	0.5408625127
357	0.5408541857
358	0.5408430493
359	0.540831973
360	0.5408273251
361	0.5408130411
362	0.540804172
363	0.5407997388
364	0.5407942
365	0.5407868931
366	0.5407827377
367	0.5407747253
368	0.5407668126
369	0.5407531517
370	0.5407335577
371	0.5407213743
372	0.5407149653
373	0.5407149431
374	0.5406979372
375	0.5406889666
376	0.5406833152
377	0.5406685934
378	0.540663437
379	0.5406520119
380	0.5406478046
381	0.5406270994
382	0.540603323
383	0.5405907977
384	0.5405714244
385	0.5405571711
386	0.540547261
387	0.5405408379
388	0.5405374665
389	0.5405113624
390	0.5405038475
391	0.5404914079
392	0.540483488
393	0.5404795556
394	0.5404571698
395	0.5404443283
396	0.5404269259
397	0.540404227
398	0.5403955651
399	0.5403864758
400	0.5403669663
401	0.5403484275
402	0.5403333622
403	0.5403263429
404	0.5403122256
405	0.5403047589
406	0.5402941585
407	0.5402906422
408	0.5402867021
409	0.5402862628
410	0.5402685972
411	0.5402619327
412	0.5402576698
413	0.5402482665
414	0.5402421666
415	0.540230282
416	0.5401996008
417	0.5401849069
418	0.5401746467
419	0.5401640234
420	0.5401452069
421	0.540119711
422	0.5401009756
423	0.5400781194
424	0.5400696785
425	0.5400571027
426	0.5400386425
427	0.5400285862
428	0.5400178323
429	0.5400110026
430	0.5399983367
431	0.5399861794
432	0.5399612498
433	0.5399536482
434	0.5399350607
435	0.5399325444
436	0.5399104689
437	0.5398978266
438	0.5398823448
439	0.5398583141
440	0.5398360488
441	0.5398290212
442	0.539817632
443	0.5398157783
444	0.5398126048
445	0.539804424
446	0.5397906098
447	0.5397848199
448	0.5397707606
449	0.53975585
450	0.5397500315
451	0.5397299545
452	0.539716411
453	0.5397002204
454	0.5396871937
455	0.5396733016
456	0.5396694634
457	0.5396553769
458	0.5396446635
459	0.5396123388
460	0.5395987282
461	0.5395734215
462	0.5395564158
463	0.5395425416
464	0.5395307111
465	0.5395129973
466	0.5395051658
467	0.5394904608
468	0.5394723204
469	0.5394536998
470	0.5394461594
471	0.5394320753
472	0.5394204183
473	0.5393952558
474	0.5393797935
475	0.5393728765
476	0.5393721081
477	0.5393694125
478	0.5393616183
479	0.5393415253
480	0.5393397018
481	0.5393206336
482	0.5393168695
483	0.5393056038
484	0.5392997277
485	0.5392917133
486	0.5392835254
487	0.5392749408
488	0.5392497418
489	0.5392461332
490	0.539242658
491	0.5392295074
492	0.5392172363
493	0.539210752
494	0.5392017903
495	0.5391870305
496	0.5391705946
497	0.5391562793
498	0.5391434239
499	0.5391333419
500	0.5391171771
501	0.539106677
502	0.5390870309
503	0.5390781526
504	0.5390680158
505	0.5390589053
506	0.539044694
507	0.5390266812
508	0.5390195018
509	0.5390142224
510	0.5390137203
511	0.5389967519
512	0.5389827214
513	0.5389612285
514	0.5389476339
515	0.5389352591
516	0.5389235712
517	0.538922934
518	0.5389100273
519	0.5389053112
520	0.5388820375
521	0.5388810757
522	0.538878726
523	0.5388687718
524	0.5388555918
525	0.5388387872
526	0.5388248183
527	0.538813075
528	0.5387967899
529	0.5387879453
530	0.5387693351
531	0.5387641267
532	0.5387507589
533	0.5387484348
534	0.5387431244
535	0.5387301659
536	0.538718311
537	0.5387058622
538	0.5386943132
539	0.5386756607
540	0.5386727697
541	0.5386501304
542	0.5386323303
543	0.5386193255
544	0.5386144072
545	0.5385934118
546	0.5385786254
547	0.5385733316
548	0.538572814
549	0.5385706688
550	0.5385503406
551	0.5385278149
552	0.5385136281
553	0.5385017189
554	0.5384896139
555	0.5384708758
556	0.5384569101
557	0.538455491
558	0.5384421689
559	0.5384286524
560	0.538418989
561	0.5384174843
562	0.5384077364
563	0.5383911042
564	0.5383727159
565	0.5383633775
566	0.5383478586
567	0.5383407852
568	0.5383334171
569	0.5383188391
570	0.5383011697
571	0.5382830941
572	0.5382641917
573	0.5382526425
574	0.5382377616
575	0.5382355038
576	0.5382230807
577	0.5382114779
578	0.5382007183
579	0.538177767
580	0.5381678767
581	0.538155342
582	0.5381465059
583	0.5381441112
584	0.5381418037
585	0.5381396318
586	0.5381297533
587	0.5381215225
588	0.5381183092
589	0.5381009505
590	0.5380926721
591	0.5380762335
592	0.5380674223
593	0.5380644841
594	0.5380550916
595	0.5380429761
596	0.5380315489
597	0.5380138287
598	0.5380015509
599	0.5379945071
600	0.5379934128
601	0.5379751682
602	0.5379537452
603	0.5379408663
604	0.5379308053
605	0.5379276617
606	0.5379157897
607	0.5379119475
608	0.537911697
609	0.5379081583
610	0.5379014847
611	0.5378899166
612	0.5378806722
613	0.5378722814
614	0.5378691188
615	0.5378593246
616	0.537857912
617	0.5378427344
618	0.5378367723
619	0.537822706
620	0.5378157967
621	0.5378067015
622	0.5378025399
623	0.5378000307
624	0.5377984477
625	0.5377777871
626	0.5377677498
627	0.5377579042
628	0.5377552702
629	0.5377532406
630	0.5377403766
631	0.537729767
632	0.5377136451
633	0.5377057361
634	0.5376910837
635	0.5376904026
636	0.5376801931
637	0.5376691887
638	0.5376563495
639	0.5376476143
640	0.5376331173
641	0.537622215
642	0.5376201857
643	0.5376108492
644	0.537604661
645	0.5376026603
646	0.537601185
647	0.5375954268
648	0.537573559
649	0.5375644601
650	0.5375458506
651	0.5375254992
652	0.5375132556
653	0.5375088863
654	0.5375029379
655	0.5374988877
656	0.5374770993
657	0.5374645985
658	0.5374600001
659	0.5374443778
660	0.537441281
661	0.5374165329
662	0.5374138599
663	0.5374021419
664	0.5373909214
665	0.537379952
666	0.5373678197
667	0.5373514781
668	0.5373490084
669	0.5373285836
670	0.5373210744
671	0.537308742
672	0.5372973436
673	0.5372829213
674	0.5372712803
675	0.5372622096
676	0.5372591613
677	0.5372451053
678	0.5372312421
679	0.5372173064
680	0.5371960545
681	0.5371905662
682	0.5371778031
683	0.5371708572
684	0.5371568767
685	0.5371501013
686	0.5371422291
687	0.5371278894
688	0.5371157752
689	0.537103184
690	0.5370988599
691	0.5370868628
692	0.5370777134
693	0.5370644478
694	0.5370549599
695	0.537048734
696	0.5370424698
697	0.5370227705
698	0.5370119737
699	0.5370037522
700	0.5369939335
701	0.5369822171
702	0.5369682852
703	0.536954054
704	0.5369525958
705	0.5369495591
706	0.5369313507
707	0.5369218722
708	0.5369016092
709	0.5368888087
710	0.5368802
711	0.536870905
712	0.5368707555
713	0.5368690182
714	0.5368618771
715	0.5368561442
716	0.5368438202
717	0.5368295271
718	0.5368278186
719	0.5368178048
720	0.5368174987
721	0.5367998575
722	0.5367833869
723	0.536771596
724	0.5367579421
725	0.5367503955
726	0.5367452679
727	0.5367397833
728	0.5367370668
729	0.5367317232
730	0.5367142628
731	0.5367111701
732	0.5367011897
733	0.5366863006
734	0.5366656429
735	0.5366470475
736	0.536628537
737	0.5366253028
738	0.5366060936
739	0.5365988762
740	0.536596226
741	0.5365778407
742	0.5365553262
743	0.5365341653
744	0.5365313969
745	0.5365265185
746	0.536523137
747	0.5365186961
748	0.5365090608
749	0.5364849172
750	0.5364661299
751	0.5364602912
752	0.5364426073
753	0.5364414662
754	0.5364364279
755	0.5364277392
756	0.5364076729
757	0.5363814215
758	0.5363802871
759	0.5363720839
760	0.5363649998
761	0.5363538417
762	0.5363367871
763	0.5363339571
764	0.5363181178
765	0.5363151435
766	0.5363001363
767	0.5362890414
768	0.536280116
769	0.5362760748
770	0.5362673605
771	0.5362618823
772	0.5362526936
773	0.5362513507
774	0.5362350065
775	0.5362320417
776	0.5362237721
777	0.5362169709
778	0.5362021534
779	0.536181449
780	0.5361810967
781	0.5361679058
782	0.5361557132
783	0.5361379839
784	0.5361153609
785	0.5361101377
786	0.5361030821
787	0.5360974579
788	0.5360846221
789	0.5360769041
790	0.5360720097
791	0.5360611798
792	0.5360577162
793	0.5360525476
794	0.5360479833
795	0.5360461089
796	0.5360342283
797	0.5360294557
798	0.5360120294
799	0.5360094971
800	0.5360006112
801	0.5359963853
802	0.535985754
803	0.5359621271
804	0.535961167
805	0.5359466029
806	0.5359321097
807	0.5359221837
808	0.5359073355
809	0.535901079
810	0.5358908763
811	0.5358894913
812	0.5358821506
813	0.5358685924
814	0.5358602499
815	0.5358416714
816	0.5358389738
817	0.5358340117
818	0.5358299978
819	0.5358242843
820	0.5358137957
821	0.5358090867
822	0.5357947791
823	0.5357801776
824	0.5357738539
825	0.5357726065
826	0.5357589675
827	0.5357520774
828	0.5357415237
829	0.5357244066
830	0.5357182268
831	0.535706133
832	0.5356831937
833	0.5356772294
834	0.535665406
835	0.535658421
836	0.5356419739
837	0.5356318294
838	0.5356116466
839	0.535601068
840	0.5355918204
841	0.5355849717
842	0.5355681128
843	0.5355628907
844	0.5355602354
845	0.5355587685
846	0.5355509412
847	0.5355480451
848	0.535540703
849	0.535528298
850	0.5355181833
851	0.5355136032
852	0.5355101518
853	0.535503979
854	0.5355018333
855	0.5354900042
856	0.5354841809
857	0.5354686809
858	0.535462931
859	0.5354503218
860	0.5354401432
861	0.5354388862
862	0.5354339012
863	0.5354249476
864	0.5354213748
865	0.5354202969
866	0.5354085125
867	0.53539787
868	0.5353777822
869	0.5353651265
870	0.5353489616
871	0.5353452637
872	0.5353409704
873	0.5353408005
874	0.5353382028
875	0.5353276973
876	0.5353194522
877	0.5353032235
878	0.5352973991
879	0.5352951665
880	0.5352885152
881	0.5352858558
882	0.5352733245
883	0.535258726
884	0.5352519114
885	0.5352478917
886	0.5352324058
887	0.535228256
888	0.5352146628
889	0.5352140215
890	0.5352051852
891	0.5351901202
892	0.5351869264
893	0.5351821997
894	0.5351781504
895	0.5351723095
896	0.535156905
897	0.5351528471
898	0.5351463873
899	0.5351455279
900	0.5351318377
901	0.5351274018
902	0.5351246602
903	0.5351203457
904	0.5351083397
905	0.535100186
906	0.5350973147
907	0.5350946272
908	0.5350914267
909	0.5350736265
910	0.5350583553
911	0.5350486416
912	0.5350436783
913	0.5350393229
914	0.5350200816
915	0.5350156078
916	0.5350022973
917	0.5349992602
918	0.5349814226
919	0.534977798
920	0.5349592808
921	0.5349500512
922	0.5349387515
923	0.5349316507
924	0.5349225605
925	0.534918425
926	0.5349020728
927	0.5348926331
928	0.5348781614
929	0.5348625262
930	0.5348446641
931	0.5348384461
932	0.534831575
933	0.5348182765
934	0.5348171419
935	0.5348081673
936	0.534792939
937	0.5347837488
938	0.5347820174
939	0.5347737967
940	0.5347726448
941	0.534770547
942	0.5347597972
943	0.5347584309
944	0.5347543309
945	0.5347419243
946	0.5347316792
947	0.5347159155
948	0.534708662
949	0.5346944981
950	0.5346885473
951	0.5346877451
952	0.5346793774
953	0.5346697609
954	0.5346617053
955	0.534655867
956	0.5346532593
957	0.5346385842
958	0.5346319494
959	0.5346098551
960	0.5345913206
961	0.5345750506
962	0.5345721777
963	0.5345698894
964	0.5345669542
965	0.5345534635
966	0.5345470319
967	0.5345329316
968	0.5345169982
969	0.5345158658
970	0.5345072634
971	0.534495332
972	0.5344829346
973	0.5344742603
974	0.5344728383
975	0.5344659999
976	0.5344631851
977	0.5344562473
978	0.5344523126
979	0.5344424947
980	0.5344383875
981	0.5344362463
982	0.534420348
983	0.5344111377
984	0.5344046219
985	0.5344032785
986	0.5343969404
987	0.534382883
988	0.5343712872
989	0.5343662937
990	0.5343519209
991	0.534349025
992	0.5343431208
993	0.5343421004
994	0.5343368209
995	0.5343220533
996	0.5343071878
997	0.5342996993
998	0.5342924124
999	0.5342799236
